id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6499,Belém 1 Bedroom Historical Apartment,14455,Bruno,Lisboa,Belm,38.6975,-9.19768,Entire home/apt,40,3,27,2021-01-26,0.32,1,83
25659,Heart of Alfama Lisbon Center - Cœur de l'Alfama,107347,Ellie,Lisboa,Santa Maria Maior,38.71241,-9.12706,Entire home/apt,45,3,114,2019-11-08,1.30,1,305
29248,Apartamento Alfama com vista para o rio!,125768,Bárbara,Lisboa,Santa Maria Maior,38.71082,-9.12719,Entire home/apt,50,3,328,2019-10-29,2.77,1,143
29396,Alfama Hill - Boutique apartment,126415,Mónica,Lisboa,Santa Maria Maior,38.71156,-9.12987,Entire home/apt,53,2,274,2020-11-26,2.74,1,303
29720,TheHOUSE - Your luxury home,128075,Francisco,Lisboa,Estrela,38.71108,-9.15979,Entire home/apt,1114,2,55,2020-03-11,0.84,1,349
29915,Modern and Cool Apartment in Lisboa,128890,Sara,Lisboa,Avenidas Novas,38.74571,-9.15264,Entire home/apt,50,5,42,2018-01-01,0.39,1,226
33348,Happy Season,144484,Bruno,Lisboa,Lumiar,38.76427,-9.15301,Private room,40,1,2,2011-07-22,0.02,2,0
40817,"Chiado, Alecrim walk to Riverfront",176410,S.,Lisboa,Misericrdia,38.70903,-9.14313,Entire home/apt,122,1,363,2019-09-25,3.24,6,0
42519,Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º,136230,David,Lisboa,Misericrdia,38.71062,-9.149,Entire home/apt,50,1,114,2019-12-30,1.13,11,138
48025,Apartment for renting  in Lisbon,218778,José,Lisboa,Misericrdia,38.71195,-9.14463,Entire home/apt,65,5,18,2019-01-23,0.15,5,282
48058,Small House Downtown Cascais,218990,Pim,Cascais,Cascais e Estoril,38.6965,-9.42571,Entire home/apt,80,5,33,2019-10-12,0.43,1,295
48854,"Comfortable 4BR in historical villa, near market",222551,Dagmar,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8038,-9.3797,Entire home/apt,200,5,45,2020-12-23,0.75,1,89
49673,Cottage Countryside / Beaches Golf,225364,Mercês,Alenquer,Alenquer (Santo Estvo e Triana),39.05965,-9.04733,Entire home/apt,230,7,6,2016-08-16,0.17,1,335
50108,Duplex do Pipas,229376,Pipas,Lisboa,Estrela,38.70388,-9.16546,Entire home/apt,85,2,37,2016-06-26,0.33,2,282
52298,rooms free in lisbon,241711,Paulo,Lisboa,Misericrdia,38.71247,-9.15119,Entire home/apt,310,1,0,,,1,365
55116,Sonho Lisboa,259744,Miguel,Lisboa,Avenidas Novas,38.72588,-9.15697,Private room,85,2,4,2018-04-07,0.21,2,365
56906,Lisbon Balcony Penthouse 15th Floor,270457,Antonio,Lisboa,So Vicente,38.71851,-9.12439,Entire home/apt,52,2,143,2020-02-17,1.33,7,0
75171,Long Stays - river a step away. Sunlight everyday,184400,Justostay,Lisboa,Estrela,38.70608,-9.16181,Entire home/apt,80,2,25,2015-05-19,0.32,10,251
83615,Sleep 4 - Tram 28 - 302/AL,184400,Justostay,Lisboa,Estrela,38.71284,-9.15801,Entire home/apt,85,3,18,2012-11-27,0.17,10,365
83700,Studio Cascais- Panoramic sea view,456477,Claudio,Cascais,Cascais e Estoril,38.70018,-9.43272,Entire home/apt,54,3,154,2018-01-28,1.54,1,298
83933,Charming flat with terrace in Graça,335614,Sebastien,Lisboa,So Vicente,38.72095,-9.12818,Entire home/apt,80,2,212,2019-09-24,2.04,2,189
84599,"LV Premier Baixa PR- Elevator, Balcony, AC, View",181902,Jose Luz,Lisboa,Santa Maria Maior,38.7106,-9.13689,Entire home/apt,133,1,70,2020-01-02,0.72,20,362
89015,GREAT LUXURY HOUSE IN THE CENTER,485573,Justo,Lisboa,Misericrdia,38.71299,-9.15004,Entire home/apt,95,3,28,2017-09-22,0.44,1,100
90931,NORONHA apartment - BAIRRO ALTO,184400,Justostay,Lisboa,Santo Antnio,38.71749,-9.15441,Entire home/apt,120,3,16,2016-07-14,0.15,10,365
93829,Studio near to S Jorge Castle,183877,Cristina,Lisboa,So Vicente,38.71722,-9.13019,Entire home/apt,51,1,60,2019-06-09,0.73,1,71
95212,BIG 3 BD CHARM&LIGHT PERFECT SPOT #green street,502806,Kathia,Lisboa,Misericrdia,38.70901,-9.15158,Entire home/apt,100,2,75,2019-11-21,0.73,1,176
97503,Lovely equipped flat in city centre,515924,Joel,Lisboa,Santo Antnio,38.72129,-9.1422,Private room,18,20,42,2014-04-23,0.43,5,143
103252,BALCONY · Vila Berta,538753,André & Cristina,Lisboa,So Vicente,38.71825,-9.12902,Entire home/apt,80,2,58,2020-01-02,0.95,6,192
107159,Noite a bordo  barco Yatch Astinor,554343,José,Lisboa,Estrela,38.70065,-9.17491,Private room,360,1,0,,,1,365
112497,Ocean View from The Sunny Flat,574017,Mateus,Cascais,Cascais e Estoril,38.69922,-9.44053,Entire home/apt,99,4,11,2011-06-30,0.49,1,0
117979,appartement neuf independant .,595941,Jean-Michel,Cascais,Alcabideche,38.71773,-9.41087,Private room,89,1,0,,,7,365
119120,Lapa 2Bdr with City and River Views,387186,Nuno,Lisboa,Estrela,38.70927,-9.16122,Entire home/apt,65,3,236,2020-07-31,2.51,6,12
122572,A confortable room in a nice place,614156,Isabel,Lisboa,So Domingos de Benfica,38.75643,-9.177,Private room,62,1,0,,,1,83
125578,"Lisbon Downtown, Historical center",624049,Sandra,Lisboa,Santa Maria Maior,38.71341,-9.13519,Entire home/apt,45,4,198,2020-02-04,1.76,1,349
125835,Rent quarter,624965,Vanessa,Vila Franca De Xira,Vila Franca de Xira,38.95722,-9.00264,Private room,50,1,0,,,1,365
125848,Historical Alfama-Pantheon Charming 1 bed flat,624278,Isabelle & Cesar,Lisboa,So Vicente,38.71478,-9.1241,Entire home/apt,50,3,143,2018-10-18,1.30,4,130
126646,"Room and balcony in house, overlooking the ""Tagus""",628095,Filipe,Lisboa,Penha de Frana,38.72983,-9.13183,Private room,25,1,262,2020-07-18,3.18,3,82
130708,Private Room in City Center,643374,Jesse James,Lisboa,Arroios,38.71806,-9.13738,Private room,35,3,186,2019-10-03,1.54,2,328
130799,DAHOUSE SPORTS RESIDENCE / BEACH,643762,Dahouse,Cascais,Carcavelos e Parede,38.68647,-9.32989,Private room,66,6,15,2014-08-02,0.16,2,356
133645,A pleasure in Lisbon,656138,Juan,Lisboa,Santa Maria Maior,38.71091,-9.13251,Entire home/apt,45,2,262,2021-06-21,2.17,2,340
134438,The Oasis   Beautiful outside terrace and garden!,659768,Matt,Lisboa,So Vicente,38.71841,-9.1233,Entire home/apt,70,2,199,2020-11-09,1.92,2,252
135261,Lisbon City Center 2 Bedroom Apt,663233,Leo,Lisboa,Misericrdia,38.71298,-9.14541,Entire home/apt,59,7,230,2020-03-16,2.12,1,263
136433,Near Sintra. Near Lisbon.,667914,Pe,Sintra,Algueiro-Mem Martins,38.80698,-9.34995,Private room,40,1,0,,,1,365
137054,A pleasure in Lisbon 2,656138,Juan,Lisboa,Santa Maria Maior,38.71236,-9.13129,Entire home/apt,45,2,189,2020-03-31,1.69,2,344
137461,Atalaia apartment,218778,José,Lisboa,Misericrdia,38.71413,-9.14425,Entire home/apt,65,7,2,2012-09-05,0.02,5,282
138929,Regueira street Apartm 88 4floor Alfama - 28599/AL,677938,Diogo And Maria,Lisboa,Santa Maria Maior,38.71231,-9.12918,Entire home/apt,45,2,350,2021-04-01,2.91,1,267
140080,Apartments in Lisbon city center 1º,682628,Paulo Eduardo,Lisboa,Misericrdia,38.71308,-9.14514,Entire home/apt,110,2,28,2014-12-08,0.25,7,249
141883,Gomes Freire Studio with Balcony,688914,Luis,Cascais,Cascais e Estoril,38.6961,-9.42215,Entire home/apt,101,2,30,2019-08-18,0.93,38,95
144396,Casa dos Sobreiros,699865,Fernando,Mafra,Venda do Pinheiro e Santo Estvo das Gals,38.87536,-9.2401,Private room,45,1,0,,,1,365
144851,Myplace-Lisbon Bairro Alto apart,701650,Mauro,Lisboa,Misericrdia,38.71261,-9.14456,Entire home/apt,90,2,80,2019-11-17,0.70,10,297
144955,Apartment near Avenida da Liberdade,702053,Carlos,Lisboa,Arroios,38.72165,-9.14079,Entire home/apt,48,3,8,2020-03-02,0.47,1,295
147738,Casa Castelo de S. Jorge,713828,Ana Paula,Lisboa,So Vicente,38.7155,-9.13203,Entire home/apt,138,2,14,2020-03-17,0.35,1,312
148344,Casa do Celeiro (architect/artist house),716185,Mary,Sintra,Colares,38.78808,-9.45999,Entire home/apt,190,3,40,2021-03-17,0.53,1,287
149274,"Sunny 1BR - Av. D. Carlos I, Lisbon",676330,Margarida,Lisboa,Misericrdia,38.70996,-9.15206,Entire home/apt,30,2,113,2019-04-05,1.12,5,0
149589,Refuge at the Heart of the Castle!,721565,Ana,Lisboa,Santa Maria Maior,38.71331,-9.13314,Entire home/apt,71,1,130,2020-03-12,1.35,3,324
151327,Air conditioning - Very Central -  'Cats House',727771,Susana,Lisboa,Santa Maria Maior,38.71227,-9.12942,Entire home/apt,52,3,396,2021-07-02,3.29,9,337
151909,FADO/SAUDADE LargeRoom/priv.WC for 2 Sintra area,731092,Teresa,Sintra,Rio de Mouro,38.75831,-9.34034,Private room,45,2,3,2017-07-09,0.06,4,365
154968,Tranquility in Principe Real.,739283,Andre,Lisboa,Misericrdia,38.71232,-9.14931,Entire home/apt,58,2,43,2017-10-24,0.35,1,39
155865,Great apartment in Lisbon!,749485,Ricardo,Lisboa,Alcntara,38.70546,-9.17579,Entire home/apt,65,2,142,2021-06-05,1.17,1,365
158255,Charming Apartment in Lisbon,743285,Antonio,Lisboa,Estrela,38.70994,-9.15442,Entire home/apt,350,31,2,2015-12-28,0.02,1,363
162533,Charm in the heart of Lisbon!,776635,Marisa,Lisboa,Santa Maria Maior,38.71348,-9.13569,Entire home/apt,75,3,25,2020-11-25,0.51,9,313
172248,Double room near airport + free Parking,507901,Ana E Lucien,Lisboa,Alvalade,38.74736,-9.13191,Private room,19,3,45,2013-09-09,0.41,7,331
172638,Duplex at old typical Lisbon - Alfama,823780,André,Lisboa,Santa Maria Maior,38.71043,-9.13087,Entire home/apt,61,2,393,2019-12-10,3.49,2,251
174064,Spacious Lisbon Apartment-Central,830888,João,Lisboa,Misericrdia,38.71421,-9.15085,Entire home/apt,77,4,141,2018-11-15,1.46,1,0
174529,LISBON GREAT VIEW!,833952,Filipe,Lisboa,So Vicente,38.71769,-9.13331,Entire home/apt,78,4,87,2019-08-06,1.14,2,191
176153,The White House - Historical Center,842219,Inês & António,Lisboa,Misericrdia,38.70781,-9.1451,Entire home/apt,69,1,686,2021-06-29,5.73,2,234
178515,Meet Lisboa on your foot,753902,Bruno,Lisboa,Santa Maria Maior,38.71133,-9.13093,Entire home/apt,65,3,158,2019-08-19,1.88,6,318
178524,Duplex central Apt with river view,753902,Bruno,Lisboa,Santa Maria Maior,38.70916,-9.13222,Entire home/apt,85,3,250,2020-03-13,2.09,6,303
181107,Double bed room in Anjos-Graça,867993,Filipe,Lisboa,Arroios,38.72355,-9.1325,Private room,29,3,116,2019-09-24,1.20,2,358
181219,Golden Blue Studio,412702,Ana,Lisboa,Misericrdia,38.71271,-9.15025,Entire home/apt,37,2,30,2019-07-27,1.06,1,245
184888,Caravela - Torre Sao Rafael,887175,Tania,Lisboa,Parque das Naes,38.76861,-9.09669,Entire home/apt,118,90,15,2018-09-21,0.23,1,364
185126,CHIADO 4 - top location! heart of LISBOA,184400,Justostay,Lisboa,Santa Maria Maior,38.71389,-9.14166,Entire home/apt,50,30,17,2017-06-28,0.16,10,283
186996,"Apartment Jasmim, in historic center",899179,Beco Do Jasmim,Lisboa,Santa Maria Maior,38.71677,-9.13359,Entire home/apt,40,4,71,2021-04-07,1.22,2,90
187442,Alfama Balcony: Awesome Tagus View!,901710,"André, Ricardo & Luís",Lisboa,Santa Maria Maior,38.71095,-9.13192,Entire home/apt,88,1,393,2021-06-06,3.46,2,333
189676,Santa Catarina - City / river views,915146,Pedro,Lisboa,Misericrdia,38.70997,-9.14864,Entire home/apt,94,6,224,2019-09-08,1.94,3,136
193321,"Great sunny flat, historical center",515924,Joel,Lisboa,Santo Antnio,38.71971,-9.14339,Private room,25,10,23,2014-08-27,0.28,5,333
196619,COSY HOUSE,144484,Bruno,Lisboa,Penha de Frana,38.72726,-9.12117,Entire home/apt,65,1,0,,,2,0
198480,Ideal to work from home; close to the Airport,640147,Ana,Lisboa,Lumiar,38.77596,-9.15101,Entire home/apt,37,14,21,2021-05-15,0.35,1,313
199461,Romantic Apartment in the Old Town,914126,Martin,Lisboa,Santa Maria Maior,38.71095,-9.13673,Entire home/apt,95,2,94,2021-06-06,0.81,17,314
205532,LISBON chiado W  ELEVATOR & GARDEN - 227/AL,184400,Justostay,Lisboa,Santa Maria Maior,38.71041,-9.13928,Entire home/apt,130,3,13,2018-08-06,0.22,10,352
208683,Cozy central apartment with view,753902,Bruno,Lisboa,Santa Maria Maior,38.71052,-9.13365,Entire home/apt,60,3,124,2019-09-25,1.29,6,251
211614,"Studio12 Monte Estoril, Cascais -Pool and tennis",758277,Margarida,Cascais,Cascais e Estoril,38.71015,-9.40746,Entire home/apt,73,3,52,2018-04-05,0.52,2,333
211616,Beguinhos: A balcony over Lisbon,1091599,Francisco,Lisboa,Santa Maria Maior,38.71315,-9.12715,Entire home/apt,75,3,185,2020-03-04,1.89,1,270
214729,Lisboa alojamento de curta duração,1108485,Maria,Lisboa,Alvalade,38.74825,-9.1459,Private room,30,4,27,2019-06-30,0.37,2,363
217187,Lisboa Popular,1121762,Silvia,Lisboa,Santa Maria Maior,38.71225,-9.12777,Entire home/apt,70,2,184,2018-07-21,1.69,2,312
217281,Room near the University of Lisbon,1108485,Maria,Lisboa,Alvalade,38.74877,-9.1478,Private room,22,5,1,2020-12-22,0.15,2,328
218584,"Sea View  Apartment Almocageme, Sintra",1130719,Mario,Sintra,Colares,38.79325,-9.47854,Entire home/apt,80,5,21,2020-07-18,0.28,1,301
220359,Zen Central Apartment,1142308,Rui,Lisboa,Avenidas Novas,38.73513,-9.14904,Entire home/apt,50,2,129,2020-03-16,1.14,1,337
220830,CASA MAYA  - BEAUTIFUL STONE HOUSE,763034,Eduardo,Mafra,Igreja Nova e Cheleiros,38.88991,-9.31029,Entire home/apt,60,2,23,2018-08-14,0.31,5,326
220831,Casa do Pátio,763034,Eduardo,Mafra,Igreja Nova e Cheleiros,38.89156,-9.31059,Entire home/apt,120,2,8,2020-01-01,0.11,5,131
222942,Quarto com muita luz,1157493,Lígia,Lisboa,Arroios,38.73124,-9.13364,Private room,54,1,4,2017-06-30,0.10,1,365
229846,Alfama - Tiny penthouse  with a river view,624278,Isabelle & Cesar,Lisboa,So Vicente,38.71478,-9.1241,Entire home/apt,53,3,147,2019-09-01,1.60,4,365
231329,Doll house,1171644,Carla&Rodrigo,Cascais,Carcavelos e Parede,38.68727,-9.33687,Entire home/apt,50,3,104,2016-09-29,1.43,1,218
231385,Lisbon is Fado,1208572,Felipe,Lisboa,Areeiro,38.74313,-9.13985,Private room,35,1,43,2016-09-17,0.58,31,70
231468,Casa da Rita - ein besonderer Ort,1210169,Rita,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80669,-9.397194,Entire home/apt,248,4,41,2019-05-28,0.47,1,280
234910,Central Cascais Great Terrace 5 px,1230207,Rita,Cascais,Cascais e Estoril,38.69914,-9.41998,Entire home/apt,100,3,88,2021-05-28,0.88,1,168
236138,Different apartment in Lisbon,1237805,Fátima,Lisboa,Misericrdia,38.71331,-9.14608,Entire home/apt,49,22,76,2020-03-22,0.78,1,190
236176,Great Penthouse Apartm with seaview,520870,Cila,Lisboa,So Vicente,38.71975,-9.12396,Entire home/apt,98,4,167,2019-09-25,1.68,3,342
239018,Sunny room in central Lisbon (double),1253359,Helena,Lisboa,Campolide,38.73484,-9.15902,Private room,37,2,291,2019-10-12,3.01,2,365
239335,Casa Penafiel,1255095,Oliver,Lisboa,Santa Maria Maior,38.71236,-9.13497,Entire home/apt,135,3,27,2019-12-03,0.57,1,36
242363,Old fashioned little sweet house,1271952,Annis,Cascais,Alcabideche,38.72138,-9.41789,Private room,65,1,0,,,1,365
244494,Chiado Apartments Lisbon Views 5A,1282676,Paulo,Lisboa,Santa Maria Maior,38.71094,-9.13999,Entire home/apt,126,3,6,2019-07-15,0.05,9,6
249727,FAMILY HOUSE - DREAM SPOT - 2207/AL,1308681,Paulo,Sintra,Colares,38.83981,-9.46096,Entire home/apt,200,6,27,2020-02-29,0.28,1,121
250288,LISBON'S PERFECT LOCATION STUDIO,647439,Hugo,Lisboa,Santa Maria Maior,38.71379,-9.13521,Entire home/apt,48,7,412,2019-05-21,3.51,3,312
250491,"Super Location, near Rossio square. Beautiful and Comfortable with A/C.",1312785,Juan,Lisboa,Arroios,38.71686,-9.14014,Entire home/apt,85,3,33,2019-10-29,0.31,15,271
250526,Trendy apartment - historic center,1313374,Joana,Lisboa,Misericrdia,38.71004,-9.15209,Entire home/apt,68,2,178,2020-03-14,1.58,5,6
252744,"Holiday House Lisbon, old town",1327000,Miguel/Mafalda,Lisboa,Misericrdia,38.71149,-9.15204,Entire home/apt,120,4,14,2013-07-25,0.20,1,167
254571,Lisbon Family Apart in BairroAlto - 5946/AL.,184400,Justostay,Lisboa,Santo Antnio,38.71782,-9.14873,Entire home/apt,300,3,85,2019-09-02,0.86,10,365
256093,Superb balcony over old Lisbon,1346663,João,Lisboa,Misericrdia,38.70996,-9.15237,Entire home/apt,79,3,319,2020-02-21,3.33,1,184
256917,Beach apartment in Ericeira,1351672,Filipa,Mafra,Ericeira,38.98662,-9.41609,Entire home/apt,74,3,155,2019-10-09,1.39,1,136
257480,Loft in Alfama with River View,152243043,Maria & Pedro,Lisboa,So Vicente,38.71343,-9.12557,Entire home/apt,77,3,325,2019-10-02,2.97,15,292
257560,Top Loft Alfama!! Historic Lisbon,1328660,Pedro,Lisboa,Santa Maria Maior,38.71084,-9.12822,Entire home/apt,67,4,233,2019-11-05,2.15,1,72
261733,"Cosy, Central & FreeWiFi BairroAlto",1373142,Sara And Sergio,Lisboa,Misericrdia,38.71165,-9.1463,Entire home/apt,50,3,318,2020-01-28,2.92,1,275
262251,Apartment in the center of Lisbon,1375871,Augusto,Lisboa,Avenidas Novas,38.7462,-9.15094,Private room,65,1,0,,,1,0
262616,Central Lisbon with Private Garden,996180,Filipe,Lisboa,Santo Antnio,38.71774,-9.15487,Entire home/apt,85,3,51,2019-10-11,0.46,1,216
263399,Cosy 3 Bedrooms Apartment @ Campolide,405842,Augusto,Lisboa,Campolide,38.72729,-9.16317,Entire home/apt,70,28,21,2017-09-20,0.22,4,3
266659,A private room in a charming place,1398359,Rodrigo,Lisboa,Misericrdia,38.71257,-9.1521,Private room,103,2,6,2017-05-07,0.12,1,364
267235,Apartment with garden in Lisbon,1039097,Diogo,Lisboa,Santo Antnio,38.7225,-9.15488,Entire home/apt,72,3,78,2019-03-03,0.92,8,283
270591,Spacious and family friendly villa at Lisbon coast,1416570,Iveta,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10812,-9.23511,Entire home/apt,217,3,23,2021-06-28,0.32,1,321
271430,"Luxury, best quarter free parking no cleaning fees",1416183,Fadoflats,Lisboa,Santa Maria Maior,38.71291,-9.14234,Entire home/apt,119,2,89,2019-11-11,0.84,13,160
272438,Modern decor in best neighbourhood,1416183,Fadoflats,Lisboa,Santa Maria Maior,38.71291,-9.14234,Entire home/apt,88,2,70,2019-09-09,0.66,13,180
273835,Challet Joset I Old Fashioned House,1432350,Samantha,Cascais,Carcavelos e Parede,38.69219,-9.35887,Entire home/apt,125,3,21,2019-08-13,0.22,3,174
276795,superb duplex with amazing terrace,1445970,Laurent,Lisboa,Misericrdia,38.71061,-9.14327,Entire home/apt,160,3,104,2020-01-02,1.29,1,275
279549,"3 Bedrooms, 3 bathrooms and terrace - Chiado",1457564,Ines,Lisboa,Misericrdia,38.71001,-9.14374,Entire home/apt,147,3,217,2021-06-03,2.01,1,336
281407,BERNARDIM BROWN IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72621,-9.14318,Entire home/apt,180,3,2,2017-07-03,0.04,10,365
281639,Lovely Traditional Portuguese Home,1468017,Isabel,Lisboa,Ajuda,38.70494,-9.20111,Private room,52,2,55,2018-06-04,0.62,1,305
286706,BERNARDIM GREY IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72486,-9.14329,Entire home/apt,120,3,9,2017-01-04,0.11,10,282
290912,Private room for 1 or 2 guests in shared apartment,1489229,João,Lisboa,Campolide,38.72841,-9.1667,Private room,15,2,40,2016-06-15,0.40,1,313
291676,BAIRRO ALTO APARTMENT in Lisbon 3º,682628,Paulo Eduardo,Lisboa,Misericrdia,38.71308,-9.14514,Entire home/apt,94,2,8,2018-07-16,0.08,7,345
295749,Chiado DLux Comfort 3BR By Architecture TOTE SER,372159762,Be Our Guest,Lisboa,Misericrdia,38.71277,-9.14402,Entire home/apt,148,2,36,2020-03-01,0.43,9,42
297131,Lovely Apartment close to the sea,1532497,Maria,Cascais,Cascais e Estoril,38.69901,-9.4398,Entire home/apt,82,3,35,2018-09-30,0.34,1,193
297857,Chiado Superior 1 BR By Architecture TOTE SER,372159762,Be Our Guest,Lisboa,Santa Maria Maior,38.71186,-9.13987,Entire home/apt,84,1,7,2018-09-24,0.08,9,79
299321,Central Apartment & 360º Terrace,9416641,Sandra & Sofia,Lisboa,Santo Antnio,38.7213,-9.14437,Entire home/apt,90,3,551,2019-11-29,5.22,4,247
301264,200yrs apart. - Balcony and WIFI! 2,1552056,Maria Simone,Lisboa,Arroios,38.72199,-9.14002,Entire home/apt,67,2,75,2019-08-28,0.71,7,231
301871,Heart of Lisbon: varanda and  A/C,1552056,Maria Simone,Lisboa,Santo Antnio,38.72419,-9.1474,Entire home/apt,79,3,83,2019-11-26,0.78,7,278
303692,200yr Duplex Apartment beside garden with lake,1552056,Maria Simone,Lisboa,Arroios,38.72138,-9.13945,Entire home/apt,59,1,118,2019-10-12,1.22,7,179
304025,In Lisboa center - small and cozy - 4th floor,682628,Paulo Eduardo,Lisboa,Misericrdia,38.71308,-9.14514,Entire home/apt,49,2,19,2016-07-24,0.18,7,335
304902,Apartamento BAIRRO ALTO 2-2º,136230,David,Lisboa,Misericrdia,38.71099,-9.14958,Entire home/apt,60,1,118,2019-02-06,1.11,11,0
306191,"Bairro Alto Cute Apartment, Central",1574678,Tiago,Lisboa,Misericrdia,38.71279,-9.14503,Entire home/apt,51,3,409,2020-03-14,3.95,1,329
307666,Confortable & contemporary - Expo,1582924,Jorge,Lisboa,Parque das Naes,38.7787,-9.09634,Entire home/apt,74,3,10,2018-10-16,0.11,1,293
307683,"Alfama,Lisbon--Window of the World",727771,Susana,Lisboa,Santa Maria Maior,38.71143,-9.12778,Entire home/apt,48,3,296,2020-01-02,2.60,9,311
308287,Hera Design Lisbon Apartment - Big Terrace,1496930,Rita,Lisboa,Misericrdia,38.71018,-9.14879,Entire home/apt,110,2,128,2020-03-08,1.42,1,3
311031,Central Alfama - Sé de Lisboa III,1599678,Patrícia,Lisboa,Santa Maria Maior,38.71219,-9.12739,Entire home/apt,90,3,0,,,3,365
311040,até 4 p Alfama - Sé de Lisboa I,1599678,Patrícia,Lisboa,Santa Maria Maior,38.71235,-9.1275,Entire home/apt,85,3,1,2017-04-10,0.02,3,365
311047,Central - Alfama - Sé de Lisboa II,1599678,Patrícia,Lisboa,Santa Maria Maior,38.71252,-9.12911,Entire home/apt,60,2,3,2016-06-19,0.04,3,338
312025,Galery Room - Quarto Galeria,700998,Iolanda,Lisboa,So Vicente,38.71816,-9.11982,Private room,40,2,0,,,1,365
320603,Luxury flat with astonishing views,1416183,Fadoflats,Lisboa,Santa Maria Maior,38.71293,-9.14228,Entire home/apt,135,2,20,2019-12-30,0.27,13,9
322250,THE LEMON HOUSE 5min fromtheocean,1650383,Simona,Cascais,Cascais e Estoril,38.70492,-9.39986,Entire home/apt,90,4,110,2021-07-05,1.31,2,213
322284,LISBON HISTORICAL CITY CENTER APART,1650507,Jp,Lisboa,Santa Maria Maior,38.70989,-9.13637,Entire home/apt,72,3,242,2021-06-30,2.16,1,126
324364,Da Silva Surfcamp Areia Branca,1659960,Daniel,Lourinh,Lourinh e Atalaia,39.27423,-9.31898,Entire home/apt,600,3,6,2018-08-24,0.12,36,61
327792,Quartier Super! centre ville la beauté...,1664323,Anny,Lisboa,Arroios,38.73475,-9.144,Private room,26,5,49,2019-04-20,0.59,4,364
333311,Among Historic Neighborhoods,1695029,Gonçalo,Lisboa,So Vicente,38.71633,-9.13107,Entire home/apt,75,3,347,2019-11-07,3.06,5,0
335344,Bairro Alto Very Nice Apartment ! (90 m2),1707481,Patrícia,Lisboa,Misericrdia,38.71386,-9.14483,Entire home/apt,75,3,144,2019-09-16,1.35,1,342
336832,Myplace-Lisbon Alfama River View,701650,Mauro,Lisboa,Santa Maria Maior,38.71248,-9.12961,Entire home/apt,80,2,152,2020-03-12,2.03,10,242
339926,Guincho Villa with Pool & sea view near Lisbon,1719603,Jens,Cascais,Alcabideche,38.75573,-9.44097,Entire home/apt,571,7,0,,,4,103
344035,Quiet flat in middle Bairro Alto,1730158,Aida,Lisboa,Misericrdia,38.71112,-9.14799,Entire home/apt,70,3,43,2018-06-17,0.65,1,9
349459,S. Lourenço Street / Lisbon Center,1770472,André,Lisboa,Santa Maria Maior,38.71418,-9.13572,Entire home/apt,80,3,99,2019-04-15,1.10,1,159
349971,BERNARDIM BEIGE IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72659,-9.14522,Entire home/apt,200,3,5,2017-11-01,0.09,10,190
349974,BERNARDIM BLUE  IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72488,-9.14511,Entire home/apt,170,3,5,2017-07-04,0.05,10,365
349975,BERNARDIM WHITE  IN LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72541,-9.14519,Entire home/apt,100,3,4,2019-12-05,0.12,10,282
351289,Casa de Pedra - CASAS DA MARIA,1779418,Teresa,Lourinh,Reguengo Grande,39.28927,-9.21705,Entire home/apt,80,5,68,2013-08-04,0.71,1,330
354431,Casa da Saudade - Praça das Flores,1794425,Carlos,Lisboa,Misericrdia,38.71446,-9.15179,Entire home/apt,91,3,156,2019-07-18,1.39,2,173
362009,VISIT LISBON,1829625,Ivone,Oeiras,Barcarena,38.73535,-9.2796,Private room,100,30,0,,,1,358
364652,Cozy&Walking distance to everything,1836346,Mafalda,Lisboa,Arroios,38.71817,-9.1394,Entire home/apt,80,4,229,2019-06-13,2.64,1,159
369360,Heart of Lisbon! Beautiful room!,1593947,Nuno,Lisboa,Santo Antnio,38.71665,-9.14627,Private room,25,2,181,2019-06-09,2.34,12,218
379156,Apartment in Historic  Building,1039097,Diogo,Lisboa,Estrela,38.70498,-9.17156,Entire home/apt,41,3,9,2018-09-25,0.12,8,283
385235,Central/Stylish 1bed Principe Real,1928060,China,Lisboa,Misericrdia,38.71535,-9.15119,Entire home/apt,80,2,55,2018-01-16,0.52,2,0
393699,Heart of Lisbon!! Amazing room!!,1593947,Nuno,Lisboa,Santo Antnio,38.71724,-9.14755,Private room,26,2,148,2018-10-14,1.73,12,294
393700,Royal Prince House!Heart of Lisbon!,1593947,Nuno,Lisboa,Santo Antnio,38.71693,-9.148,Entire home/apt,100,2,50,2013-09-13,0.47,12,193
396204,Fantastic Sea View in Ericeira,1731572,Luis Pedro,Mafra,Ericeira,38.98762,-9.41653,Entire home/apt,100,3,66,2019-09-30,0.79,1,283
